acc_epoch,acc_step,epoch,step,train_loss_epoch,train_loss_step
,0.828125,0,49,,0.918201744556427
,0.890625,0,99,,0.41979309916496277
,0.890625,0,149,,0.5064184069633484
,0.859375,0,199,,0.4711840748786926
,0.828125,0,249,,0.7077518105506897
,0.875,0,299,,0.33436086773872375
,0.984375,0,349,,0.1369336098432541
,0.921875,0,399,,0.3336704969406128
,0.90625,0,449,,0.2655782699584961
,0.921875,0,499,,0.27803370356559753
,0.9375,0,549,,0.27271711826324463
,0.875,0,599,,0.35501012206077576
,0.90625,0,649,,0.34052062034606934
,0.921875,0,699,,0.21688394248485565
,0.90625,0,749,,0.3231079876422882
,0.90625,0,799,,0.2737954556941986
,0.953125,0,849,,0.26052457094192505
,0.953125,0,899,,0.13126681745052338
0.8929166793823242,,0,937,0.40061163902282715,
,0.921875,1,949,,0.1846236139535904
,0.984375,1,999,,0.07446887344121933
,0.953125,1,1049,,0.25293439626693726
,0.96875,1,1099,,0.1380034238100052
,0.953125,1,1149,,0.1853490024805069
,0.9375,1,1199,,0.18445158004760742
,0.984375,1,1249,,0.20841403305530548
,0.96875,1,1299,,0.1316133588552475
,0.96875,1,1349,,0.1976473331451416
,0.953125,1,1399,,0.14176511764526367
,0.96875,1,1449,,0.14602896571159363
,0.96875,1,1499,,0.17717424035072327
,0.90625,1,1549,,0.19248993694782257
,0.890625,1,1599,,0.3753548860549927
,0.9375,1,1649,,0.2315317839384079
,0.984375,1,1699,,0.07493419945240021
,0.953125,1,1749,,0.1145123839378357
,0.96875,1,1799,,0.08596436679363251
,0.984375,1,1849,,0.070047527551651
0.9447000026702881,,1,1875,0.19358333945274353,
,0.96875,2,1899,,0.14133813977241516
,0.96875,2,1949,,0.06730452924966812
,0.90625,2,1999,,0.1753372997045517
,0.984375,2,2049,,0.10084186494350433
,0.921875,2,2099,,0.22319743037223816
,0.984375,2,2149,,0.12250459939241409
,0.921875,2,2199,,0.3536102771759033
,0.953125,2,2249,,0.1711997240781784
,0.953125,2,2299,,0.11350852251052856
,0.953125,2,2349,,0.09801638871431351
,0.953125,2,2399,,0.13082937896251678
,0.984375,2,2449,,0.11752384901046753
,0.984375,2,2499,,0.1199573501944542
,0.9375,2,2549,,0.19551412761211395
,0.90625,2,2599,,0.27895861864089966
,0.859375,2,2649,,0.3561723232269287
,0.9375,2,2699,,0.22263753414154053
,0.96875,2,2749,,0.12394999712705612
,1.0,2,2799,,0.01134111825376749
0.9581666588783264,,2,2813,0.14486153423786163,
,0.984375,3,2849,,0.05229287967085838
,0.984375,3,2899,,0.056326281279325485
,0.9375,3,2949,,0.21960875391960144
,0.9375,3,2999,,0.19846196472644806
,0.96875,3,3049,,0.09101764857769012
,0.984375,3,3099,,0.10835253447294235
,0.96875,3,3149,,0.07687433063983917
,0.953125,3,3199,,0.11686517298221588
,0.96875,3,3249,,0.1895686388015747
,0.953125,3,3299,,0.11715134233236313
,1.0,3,3349,,0.025470158085227013
,0.921875,3,3399,,0.2997674345970154
,0.96875,3,3449,,0.08768276125192642
,0.921875,3,3499,,0.19281189143657684
,0.96875,3,3549,,0.06152860447764397
,0.96875,3,3599,,0.06472869217395782
,0.96875,3,3649,,0.15965650975704193
,0.96875,3,3699,,0.13688792288303375
,1.0,3,3749,,0.002510125981643796
0.9661166667938232,,3,3751,0.11579310148954391,
,0.953125,4,3799,,0.13507282733917236
,0.96875,4,3849,,0.11604730784893036
,0.921875,4,3899,,0.17274881899356842
,0.9375,4,3949,,0.10809213668107986
,0.96875,4,3999,,0.15152715146541595
,0.96875,4,4049,,0.051390763372182846
,0.96875,4,4099,,0.07873501628637314
,1.0,4,4149,,0.0259898342192173
,0.921875,4,4199,,0.24470415711402893
,0.953125,4,4249,,0.12719888985157013
,0.9375,4,4299,,0.1152503713965416
,1.0,4,4349,,0.030517693608999252
,0.953125,4,4399,,0.11396044492721558
,0.9375,4,4449,,0.12627683579921722
,1.0,4,4499,,0.033065758645534515
,1.0,4,4549,,0.024552833288908005
